text,badge_color,prob_toxic,prob_severe_toxic,prob_obscene,prob_threat,prob_insult,prob_identity_hate,pred_toxic,pred_severe_toxic,pred_obscene,pred_threat,pred_insult,pred_identity_hate
"Not to mention I also involuntarily screamed like a feral animal, and I don’t have a low pain tolerance. I’m so sick of the medical field treating IUD insertion like it’s some easy thing. PAIN MEDICATION SHOULD BE STANDARD.",green,0.022465147078037262,0.0002052740746876225,0.0016841776669025421,0.00029171330970712006,0.0008422485552728176,0.00036432946217246354,0,0,0,0,0,0
"My kid works in a clinic that does IUDs. She's seen women barely able to walk after. She's seen women throw up or pass out from the pain.  I've never had an IUD, but my understanding is that it hurts,  A LOT.",green,0.0761004388332367,0.0003337153175380081,0.0035700732842087746,0.00041075298213399947,0.0025949354749172926,0.0021634933073073626,0,0,0,0,0,0
"I literally almost blacked out from the pain of getting an iud. A couple years ago I had to get a uterine biopsy, and everything from the speculum to the biopsy was excruciating, and the actual biopsy I immediately started getting lightheaded, shivering and cold, and screamed at them to stop, which thankfully the doctor did immediately stop the procedure (I've heard stories of doctors ignoring people and just continuing on 🤢). I was in pain for days after the biopsy very similar to the iud.

""Slight cramping"" get the fuck out.",red,0.8889341950416565,0.01692274957895279,0.823667585849762,0.0034254505299031734,0.07022953778505325,0.002379902871325612,1,0,1,0,0,0
"I was one of the fainters. Apparently she had to wait until I woke up to continue so it was like 40 minutes of torture, pass out, torture, pass out. All while hearing her sighing acting all pissed in between. I wasn't even screaming or crying, just occasionally yelping before going silent. It is so barbaric. When she finally finished, she stormed out leaving her poor assistants to make sure I was OK. I've never seen anything like it.",green,0.07714294642210007,0.0005462535191327333,0.01284006331115961,0.001068314304575324,0.003761748783290386,0.0006072225514799356,0,0,0,0,0,0
"And yet I have a friend that will tell you she barely felt a thing! I couldn't sit down for hours and did cry. 


It's just wild how people's bodies tolerate certain things. ",green,0.02458733692765236,0.00012412235082592815,0.000793893588706851,0.00025274205836467445,0.0008088189642876387,0.0003128501703031361,0,0,0,0,0,0
"For me it hurt so much the first time I got one that my doctor cancelled the appointment and scheduled one for a few days later, told me to come in half an hour early and he'd give me much stronger painkillers and once they kicked in fully, then he would do the procedure. It still hurt.

When I got it replaced, the appointment happened to coincide with my period and I was told that often it's much less painful getting it done during your period.",green,0.007198615465313196,0.0001255752140423283,0.0007264366140589118,0.0001660058624111116,0.00042116877739317715,0.00019058315956499428,0,0,0,0,0,0
"Treating a lot of gynecologic procedures. My IUD insertion hurt, but the endometrial biopsy with NO PAIN RELIEF was excruciating. I was sobbing WHILE APOLOGIZING and nearly vomiting from the pain. ",green,0.005537527613341808,0.00012098534352844581,0.0005741778295487165,0.00014969188487157226,0.0003116977459285408,0.00021066016051918268,0,0,0,0,0,0
"I don’t advocate violence, but if these doctors ever got a kick to the face, maybe they’d appreciate pain control a little more.  I worked peds when a pediatrician decided he needed to do a vaginal exam for a 12 year old with abdominal pain. She did not have a parent present. It ended when she kicked him.",green,0.06564600020647049,0.00038277494604699314,0.007847530767321587,0.000529460608959198,0.006893396843224764,0.0016243784921243787,0,0,0,0,0,0
"Exactly! And even if your patient has a pain tolerance, you check in and make sure they can cope. My new physiotherapist always makes sure to check in, tell me I can take a break whenever, and pays close attention to my facial expressions as he's been giving me shockwave therapy for my tennis elbow. He claims I have a high pain tolerance compared to his other patients, but that while it will be painful, he will not overdo it. My first physiotherapist did, because I could tolerate an absurdly high pressure, so I ended up not healing as I should because the high pressure caused more damage than it healed. Not to mention the damage and pain caused by health care professionals to African Americans because doctors and nurses are taught the nonsense that they feel less pain!",green,0.002627186942845583,9.478157880948856e-05,0.0002732403518166393,0.00013114354806020856,0.0002576450351625681,0.00015741614333819598,0,0,0,0,0,0
"[Insert demographics] feel less pain has historically  been used to give an excuse for abusing said demographics. ""It's not really bad because they don't really suffer"". Yeah right.",green,0.0015446902252733707,9.644024248700589e-05,0.0002167890634154901,9.86494924291037e-05,0.00019446478108875453,0.00014769812696613371,0,0,0,0,0,0
"also: screaming IS how I tolerate pain. swearing, breathing deeply, crying, those are all ways in which I tolerate pain.


not my problem if that makes the doctor uncomfortable 乁_(ツ)_ㄏ ",green,0.01587948389351368,0.0001369032688671723,0.0008958515827544034,0.00027269122074358165,0.0005088595789857209,0.00026131136110052466,0,0,0,0,0,0
"This! I think screaming should be normalized.  Screw being stoic, let it out.  Make medical people understand it hurts do they'll quit pretending it's just a pinch.",yellow,0.40938761830329895,0.0006823776639066637,0.05704640969634056,0.000634482130408287,0.017066622152924538,0.0006960598402656615,0,0,0,0,0,0
"Getting my septum piercing, I was telling the piercer like ""oh god, fuck, I fucking hate you"" until he was done 😂 then told him he was awesome and I loved it. Was a great dude and he took it just fine lol",red,0.993961751461029,0.13240595161914825,0.9767369031906128,0.0030594891868531704,0.6291354894638062,0.006968529429286718,1,0,1,0,1,0
"To add to this, there's so little research on IUD insertion and women's experiences of it. I have a very high pain tolerance - I have a chronic pain disorder, and previously ignored a collapsed lung for a full week because I thought my shoulder just hurt. I went into my IUD insertion expecting it to be painful. I didn't expect it to be absolute agony. It was up there with the worst pain I've ever felt, and I wasn't functional for the rest of the day. It was so painful it made me throw up. If my nurse had told me I just had low pain tolerance and to suck it up, I would be putting a complaint into the practice. ",green,0.0012819432886317372,0.0001119407097576186,0.00022473542776424438,0.000116568902740255,0.00019120126671623439,0.00016299993149004877,0,0,0,0,0,0
"The award for “high pain tolerance” is just more pain and eventually ptsd.  I used to pride myself on not complaining, and now my mental health is utter shit.  Plz complain loudly and early.  It’s healthy and serves a purpose.  ",red,0.6469945907592773,0.004980104975402355,0.5388073325157166,0.0013981143711134791,0.046525776386260986,0.0022367683704942465,1,0,1,0,0,0
"My pain tolerance was never higher than when I was a pre-teen/teenager in a physically abusive home. My pain tolerance and dissociation skills were on point! 

As it turns it though, that's not actually healthy. Therapy has lowered my pain tolerance because I am more in touch with my body.",green,0.005318386480212212,0.00010510033462196589,0.00043385845492593944,0.0001270125067094341,0.00032884153188206255,0.00018314781482331455,0,0,0,0,0,0
A high pain tolerance almost rendered a cousin infertile. She didn’t know that her lady parts shouldn’t hurt that much. It turns out she had serious endo and she was barely able to get pregnant.,yellow,0.3662419021129608,0.0008361381478607655,0.030900713056325912,0.00043736465158872306,0.0401647686958313,0.00219165557064116,0,0,0,0,0,0
"Also, low pain tolerance sounds like gaslighting to me. A lot of women find IUD insertion extremely painful, especially if they haven’t had kids. I had two insertions, and while I didn’t scream — I froze, mostly — I still found it very painful. And that was post-baby.",green,0.019421325996518135,0.00021348190784920007,0.002379130804911256,0.00020932151528541,0.000769564532674849,0.0004604353744070977,0,0,0,0,0,0
"I yelled during my insertion.  Not protracted screaming or anything, just a single ""aaaah!"" that lasted for a second because the pain was genuinely very shocking and very severe.  I would say I have an average pain tolerance, maybe it's a bit higher now than it was after my IUD insertion because I've dealt with chronic nerve pain from spinal issues since then (which has made me yell in my own home a few times).  

Anything being jammed into someone's cervix is going to be extremely painful, I don't know why the doctor was being judgemental about it.  It's like being judgemental of a man yelling in pain after being kicked in the nuts, or someone yelling in pain after being stung by one of those box jellyfish in Australia.",green,0.0019133621826767921,0.00010793144610943273,0.0003308894520159811,0.00012207095278427005,0.00021252126316539943,0.00014124276640359312,0,0,0,0,0,0
"This comment healed something in me. I've been feeling so much shame that I ""caved"" and got an epidural while giving birth to my son. Thank you",green,0.005404582247138023,0.00014340925554279238,0.0005925156292505562,0.00021059611754026264,0.00035171330091543496,0.0002562401059549302,0,0,0,0,0,0
"100%! I work in dentistry and I cannot even imagine telling a patient they have a low pain tolerance. We have effective anesthetics and anxiolytics, use them!",green,0.0036571314558386803,8.795190660748631e-05,0.0002355594770051539,0.00012534302368294448,0.0002787082630675286,0.00019037174934055656,0,0,0,0,0,0
"This just brings back memories of crying uncontrollably in pain in an emergency centre waiting room for 15 HOURS and being told by 3 different hospital staff that I needed to “stop crying it won’t help anything or make us help you faster”. I am a GROWN WOMAN. If I’m crying it’s because I’m in so much pain I can’t control it. Turns out I had three slipped discs in my back and I was forced to sit in a horrible chair for HOURS, even after being brought in by paramedics because I couldn’t move on my own. 

That line, that we need to TREAT the pain, why isn’t this universally recognised? 

Should check out the book “This Won’t Hurt” by Dr. Marieke Bigg",green,0.0018270331202074885,0.00010623074194882065,0.0002248734381282702,0.0001294305984629318,0.000206325450562872,0.0001680809073150158,0,0,0,0,0,0
"Exactly! 

"" You have too many nerve endings on x part of your body! Shame!"" 

Like wtf?

Also, the pain is so severe that I got mine put in in the literal OR after two failed attempts! 

Guess my gyno finally lost the will to continue to torture me because of how much I was trying to not scream but had broken out into a sweat and my muscles were convulsing and tears were streaming down. And I had indeed taken all the things they advised me to take, and inserted the dialation thing in the right time frame, both times, and it still did not work in office.",red,0.7877714037895203,0.002387846587225795,0.21912147104740143,0.001098302542231977,0.13634172081947327,0.0036980530712753534,1,0,0,0,0,0
"If your ob/gyn is shaming you for your pain tolerance, it’s time to find another one. And another and another until you find someone who is willing to listen to their patients. I’m so sorry this happened to you.",yellow,0.3997381031513214,0.0010623300913721323,0.021723123267292976,0.005403290502727032,0.06408662348985672,0.005170212592929602,0,0,0,0,0,0
"ITA.  Many medical professionals act like someone is weak and are flawed because  they feel pain more easily.    
  
Meanwhile having a high pain threshold can also be problematic.  My son has one and as a teen I argued with Doctors who just wouldn't listen when they told him to let pain be his guide as to what he could do on an injured foot etc.  

I was having a medical problem and my doctor refused to continue testing.  I felt like I'd been beaten with a baseball bat every morning and needed help getting out of bed.  I hurt if I sat the wrong way.  I slept way more than normal but was always tired, I was losing hair and having problems with temperature control.  Her response? ""What do you expect? You are fat, over forty and female.""  I asked her if I was just supposed to live like that the rest of my life and she shrugged.  A blood test ordered by another doctor confirmed what I was sure was the problem and a daily tablet got rid of it all.  She was fine me being in pain all the time though.",green,0.0012978492304682732,0.00010746489715529606,0.0001805851934477687,0.00012081127351848409,0.00020498657249845564,0.0001701591827441007,0,0,0,0,0,0
Yeah apparently I have a high pain tolerance due to chronic migraine and endometriosis but even so when it comes to medical procedures I don't seem to have that not sure why.,green,0.0012406972236931324,0.00010843280324479565,0.0002367519191466272,0.00010933849989669397,0.00019289582269266248,0.00014603625459130853,0,0,0,0,0,0
"There are different types of pain. I can take impact, like thud or smack, but cannot abide anything that stings. 

Getting a bikini wax hurts a lot. But getting my legs waxed stings so much i just don't get it done. 

I've got several tattoos and I sit all of them in one session. 
But I refuse to have anything pierced",green,0.0023058645892888308,0.00011486904986668378,0.0003225674736313522,0.00012767990119755268,0.00021468517661560327,0.00016885001969058067,0,0,0,0,0,0
"I agree with this so much.

When I had my IUD inserted I thought I was overreacting and tried to act like nothing was wrong even though it was an intense pain for some seconds. 

Now I think because I suppressed my emotions and pain I am too scared to go to the gynaecologist to get my IUD removed... It's five years later. 

I'm convinced if I would have let my feelings out it I would be able to go there.",green,0.0012085543712601066,0.00010540322546148673,0.000220590372919105,0.00012049166980432346,0.00019550144497770816,0.00014727537927683443,0,0,0,0,0,0
"Some people have varying pain tolerance like me! I have PTSD and when I'm approaching/having a flashback my pain tolerance tanks. It's not something I can control. Sometimes I can power through, other times my body aches just from existing. That doesn't make it somehow not pain or me somehow weak for having it, it just is and needs to be managed.",green,0.011177446693181992,0.00011045202700188383,0.0006232134182937443,0.0001687283511273563,0.0004654404183384031,0.00021869156626053154,0,0,0,0,0,0
"Aside from this extremely valid point , any doctor should know that all bodies are a bit different in a multitude of ways.  Nerve endings and blood vessels may be in somewhat different places. I suspect,  but cannot find a valid source,  that the amount of pain receptors can vary.  Certainly,  I know you can end up with non- standard numbers of uteri,  kidneys,  blood vessels, and more.   We just don't all come out identical!  Inflammation can also increase pain, meaning this might be better one day,  worse another.  There can be literal anatomical reasons why this didn't work for you, that go way beyond your native pain sensitivity.  

But either way,  a good medical provider knows you should manage the pain that the patient in front of you feels - not what an ideal patient should feel.",green,0.0008716974407434464,0.00011376936890883371,0.0001717044215183705,0.00013424261123873293,0.00019036051526200026,0.00014734308933839202,0,0,0,0,0,0
"Fuck all that! I started a new medication that gave me three whole weeks of pain and bleeding, I haven't felt period cramps like that since I was an untreated teen it was insane the pain. Barfed several times throughout because it hurt..... I told everyone around me. And then I silently suffered because it was like, get a heating pad 🙄😬 my divorce was... eh, imminent perhaps? But those 3 weeks really nailed the coffin. I felt rage, I tried to communicate that I felt crazy, and then... I mean that's it lol that's what they took and left with me with. I have felt like an unworthy person and been treated like one, and they're not wrong I was a bitch, but the hormones. I wish they knew that as much as I can see it I can't help it. Like whatshisface from Gen V. I'm Doug ~ my period and hormones use my body for no good reason",red,0.988907516002655,0.1190328299999237,0.9735255837440491,0.003978366497904062,0.20149175822734833,0.0029984985012561083,1,0,1,0,0,0
"There's also been new research on the topic of IUDs and pain, previously doctors thought women didn't have pain receptors in the cervix. News flash, some do. So IUD insertion is something that can be a walk in the park for some and traumatic pain for others.",green,0.0014588062185794115,0.0001017034228425473,0.00019962478836532682,9.983420750359073e-05,0.00020571121422108263,0.0001853469293564558,0,0,0,0,0,0
Time for a new gyno stat,green,0.012363127432763577,0.0001076353364624083,0.0007529674330726266,0.00011706995428539813,0.0006303326808847487,0.00023094755306374282,0,0,0,0,0,0
Totally agree. No doctor should dismiss someone’s pain like that. You weren’t being dramatic at all. Everyone’s body is different and a good provider would have talked through pain management options instead of shaming you. Absolutely worth finding a new gyno who actually listens and cares about your comfort.,green,0.016391627490520477,0.00010312729136785492,0.0005934637738391757,0.0001940846850629896,0.0009673642343841493,0.0002902042760979384,0,0,0,0,0,0
"Hey, this is a really solid and compassionate take. Validating someone’s pain instead of minimizing it is the bare minimum we should expect from a healthcare provider, especially during something as notoriously painful as an IUD insertion. Your comment is exactly what OP needed to hear: their experience was real, and they deserve a doctor who treats them like a human being, not an inconvenience.",green,0.0013622896512970328,9.894060349324718e-05,0.00020870212756562978,0.00011172913946211338,0.00020556965318974108,0.00014512022607959807,0,0,0,0,0,0
"Too many doctors forget empathy is part of medicine, not just the procedure itself.",green,0.0012186539825052023,9.9848402896896e-05,0.00016283590230159461,0.00011200050357729197,0.0001997100916923955,0.00016188703011721373,0,0,0,0,0,0
"I know empathy fatigue is real for medical professionals but doctors take an oath to do no harm. My second IUD insertion was so traumatizing that I didn’t see a gyno for 6 years. How is that not harm? 

My therapist connected me to a trauma-informed gyno and they took the extra steps to get me through my Pap smear. I still cry when I think about gyno appointments.",green,0.0013164047850295901,0.00010174803901463747,0.0002074302756227553,0.0001119759472203441,0.00019413094560150057,0.0001520192454336211,0,0,0,0,0,0
Some of them are so freaking robotic; male & female alike. I’m afraid it’s only going to get worse. I don’t see people going into this field with the compassion of yesteryears.,red,0.9154291152954102,0.013664153404533863,0.5477234125137329,0.0027267129626125097,0.49027401208877563,0.04679037258028984,1,0,1,0,0,0
"Every IUD insertion is different.

Just because Doc Quack manages to avoid pinching major nerves some of the time they shove a device passed a muscle sphincter, doesn't mean they'll do that every time.",green,0.0066127111203968525,0.00010792569082695991,0.0005297487950883806,0.00014835050387773663,0.0004391302936710417,0.00019698977121151984,0,0,0,0,0,0
