text,badge_color,final_score,model_cred,heur_score,heur_tips,prob_toxic,prob_severe_toxic,prob_obscene,prob_threat,prob_insult,prob_identity_hate,pred_toxic,pred_severe_toxic,pred_obscene,pred_threat,pred_insult,pred_identity_hate
"We know so much about child development and we know how important play is for growing competent adults. I learned about it back in like 2002 before I ever started my path in education.

I don’t know who we need to convince that instruction in K-3 needs to be scaled back for more play, skill, and behavior development.",yellow,0.6995476967305876,0.999353852472268,0.0,,0.000646147527731955,0.00012044573668390512,0.0001671451609581709,0.00013080821372568607,0.00017985333397518843,0.00014697614824399352,0,0,0,0,0,0
"Even as a music educator, we are taught that one of the best applications of musical learning for ages birth through 9 is with play.",yellow,0.6992677354253828,0.9989539077505469,0.0,,0.0010460922494530678,0.00010299323912477121,0.00016610386956017464,0.00010688797192415223,0.00020577006216626614,0.00015185886877588928,0,0,0,0,0,0
Play based learning was literally the point of kindergarten when it was invented. I don't get the heavy push back against social emotional learning when literally almost every research study done in the last thirty years makes it clear it's the most important aspect of education.,yellow,0.6995274063956458,0.999324866279494,0.0,,0.0006751337205059826,0.00011460079258540645,0.00017150251369457692,0.00011763158545363694,0.00017688574735075235,0.00014284765347838402,0,0,0,0,0,0
"I would have been fired! My party last all day! We watched movies and I made hotdogs and gave out chips and cookies with juice. But, my admin also hosted a Halloween parade… so he clearly was not worried about instruction yesterday.",yellow,0.6779172651469707,0.9684532359242439,0.0,,0.03154676407575607,0.0001226861641043797,0.0008723126957193017,0.00029127366724424064,0.0010111635783687234,0.00029788236133754253,0,0,0,0,0,0
"My school is the opposite. Direct Instruction is supposedly a horrible thing, and everything we do should be immersive, interactive, hands-on, engaging, and fun.",yellow,0.6990537752513774,0.9986482503591105,0.0,,0.0013517496408894658,0.00010742226731963456,0.0001784764026524499,0.00011781165085267276,0.00021646353707183152,0.0001749155344441533,0,0,0,0,0,0
"For children of kindergarten age, almost everything actually should be immersive, hands-on, engaging, and fun. These are very young children, not trained scholars.",yellow,0.6988674228312447,0.998382032616064,0.0,,0.0016179673839360476,9.604341175872833e-05,0.00015896600962150842,0.00010202873818343505,0.0002698444586712867,0.00017155321256723255,0,0,0,0,0,0
"It should also not be a full day, in 1985 for me it was a half day, we had a morning group and an afternoon group.",yellow,0.6995649810764006,0.9993785443948582,0.0,,0.0006214556051418185,0.00012233744200784713,0.0001796278083929792,0.00012605365191120654,0.00018048482888843864,0.00014096115774009377,0,0,0,0,0,0
"Yes, a full day is asking far too much of a five year old. Unfortunately, we've become accustomed to the unwise practice of separating babies from their parent all day. We tolerate this unfortunate situation because our culture values the economic productivity of parents more than we value children.",yellow,0.6941530319862067,0.991647188551724,0.0,,0.008352811448276043,0.00010002765338867903,0.0003121506597381085,0.0001184538341476582,0.0006224538665264845,0.0002871712204068899,0,0,0,0,0,0
Parents can't afford to pay a daycare/babysitter for half a day 5 days a week. There are a lot fewer stay at home parents than there were in 1985.,yellow,0.6968206282705068,0.9954580403864384,0.0,,0.00454195961356163,9.115027933148667e-05,0.0002743892546277493,0.0001099027504096739,0.00034935015719383955,0.00019368517678231,0,0,0,0,0,0
I view days before breaks and major holidays as relationship building days. Me and my students chill and I learn way more about them because we can just chat instead of having to do our respective jobs. It's a huge part of my classroom management strategy and a pillar of my pedagogy. Kids work harder for you when you can let the facade down once in a while and show them that you're a normal person.,yellow,0.6970630781725049,0.9958043973892927,0.0,,0.004195602610707283,8.911899203667417e-05,0.00024486909387633204,0.00013524104724638164,0.00036003117565996945,0.00019607626018114388,0,0,0,0,0,0
"I’m an administrator at an elementary school.  All week long we had parents coming in to do classroom crafts.  Yesterday we did an “assembly” at the start of the day where my job was to keep the students occupied while the entire staff got into inflatable costumes so they could parade around the gym.  Then I did my own solo “parade” and visited classrooms in my inflatable costumes.  We ended the day with the school costume parade.  

Everyone in my school works super hard every single day to help students learn.  And that doesn’t mean we can’t still try to make elementary school fun when we can.",yellow,0.6995137718971818,0.9993053884245455,0.0,,0.0006946115754544735,0.00011544886365300044,0.00017096778901759535,0.00011893929331563413,0.0001825649378588423,0.00014480714162345976,0,0,0,0,0,0
"Motivation is a neglected factor in many schools. Getting kids excited about content leads to better long-term results. Bribery and punishment are better in the short term. Most metrics only look at the short term. State tests change so often that longitudinal data and construct validity aren’t measured. 

But yeah, tie the fun to standards. Open a bag of skittles and graph the colors, slap a math standard on the board, have them describe the flavor and call it sensory detail in writing.",yellow,0.6993831796280574,0.999118828040082,0.0,,0.0008811719599179924,0.00010479450429556891,0.00017114280490204692,0.00011470333265606314,0.0001826279767556116,0.00014204910257831216,0,0,0,0,0,0
"All I can tell you is it gets worse and worse as they progress through school. High school teacher here in a state takeover district and the pressure is relentless. They are to be driven, bell to bell, zero breaks, free time or finishing early. It’s brutal. I feel so bad for my students.",yellow,0.6942934933118522,0.9918478475883603,0.0,,0.00815215241163969,0.00011088036262663081,0.0003295756469015032,0.00014674145495519042,0.0004963639657944441,0.00030242305365391076,0,0,0,0,0,0
No wonder kids are anti-social weirdos now.,red,0.16723784804344177,0.2389112114906311,0.0,,0.7610887885093689,0.0017742908094078302,0.023275328800082207,0.0006957066361792386,0.29817742109298706,0.0234314426779747,1,0,0,0,0,0
Kindergarteners learn through play. Your activities sounded educational to me! I'm sure you could find standards to relate everything to if necessary.,yellow,0.6990044909645803,0.9985778442351148,0.0,,0.0014221557648852468,9.676459740148857e-05,0.00015685561811551452,0.00011703612835844979,0.00022945353703107685,0.00015750488091725856,0,0,0,0,0,0
My principal did an informal observation with one of my classes yesterday. Not only was it Halloween but it was also just 4 days before grades close. I was sitting at my desk grading while the kids (very loudly 😬) did a handout and any missing work. I have no idea how long she was even in there before I noticed her. Why would she set me up like that…The day before I had done a killer lesson with them. Oh well 🙃,yellow,0.6993833294895011,0.9991190421278588,0.0,,0.0008809578721411526,0.00010961703083012253,0.00017894877237267792,0.00011127947072964162,0.0001992530160350725,0.00013893521099817008,0,0,0,0,0,0
This is how I remember my childhood! Your students will remember it!,yellow,0.6992021468817256,0.9988602098310366,0.0,,0.0011397901689633727,0.00010147441207664087,0.00016460414917673916,0.00012011620128760114,0.00019117265765089542,0.00014403184468392283,0,0,0,0,0,0
"I'm secondary, but believe kids need more time to learn how to be kids in the early years, so they should definitely do that stuff and have more unstructured play time, too.


In high school, I'm not the fun teacher. Should they have some fun? Sure! But I don't think high schoolers need a whole blowoff day, so i give them something simple that still keeps the ball moving forward.


But I'm a bah humbug.",yellow,0.6777410391718148,0.9682014845311642,0.0,,0.03179851546883583,0.0002836777421180159,0.007515007629990578,0.0002654612762853503,0.002796643180772662,0.0004906429094262421,0,0,0,0,0,0
"Secondary here too. My freshmen are always like, “are we having a Christmas party on the last day?” I have to inform them that we are not having a party because it’s finals week and we are having a…..final. I do usually bring some treats during the final though.",yellow,0.6994478972803335,0.999211281829048,0.0,,0.0007887181709520519,0.00010843445488717407,0.00016824589692987502,0.0001180779654532671,0.00017907201254274696,0.00013931315334048122,0,0,0,0,0,0
"Also secondary. Some of this makes me feel like a crazy person. I’m all for fun, but also please don’t pull my kids out of class the last 20 minutes of class for a surprise halloween fundraiser with less than a day’s notice. It’s quiz day!",yellow,0.6962258887477218,0.9946084124967456,0.0,,0.005391587503254414,9.584717190591618e-05,0.00034996168687939644,0.00011653822002699599,0.00035399702028371394,0.00018240034114569426,0,0,0,0,0,0
Do you want kids to like school or something? Get back to work!,yellow,0.6490728393197059,0.9272469133138657,0.0,,0.07275308668613434,0.00013138348003849387,0.0008039146778173745,0.00039682406350038946,0.0021570308599621058,0.0004989135777577758,0,0,0,0,0,0
"Celebrating a party IS instruction for k. It is teaching them social skills, etiquette, and cultural awareness.",yellow,0.699530944233993,0.9993299203342758,0.0,,0.0006700796657241881,0.00011972866195719689,0.0001705813774606213,0.00012778428208548576,0.0001838250464061275,0.00014327545068226755,0,0,0,0,0,0
"In the age of iPad babies, isnt it instructional to teach kids to use their hands? Making crafts is absolutely instructional. We need to raise kids to be confident with their hands. One of my friends is an art educator and sometimes kids try to refuse to hold scissors or fold paper in half because they've never done anything tactile in their life. Please teach these kids arts and crafts before they become a 20 year old who refuses to do the dishes.",yellow,0.6986323180142789,0.9980461685918272,0.0,,0.001953831408172846,9.13616459001787e-05,0.00018029529019258916,0.00010086326074087992,0.000274580525001511,0.00017518142703920603,0,0,0,0,0,0
Honestly your colleague may be warning you but is probably being too uptight. Admins usually love to see family engagement.,yellow,0.6975057211238891,0.9964367444626987,0.0,,0.003563255537301302,8.562847506254911e-05,0.00025490092230029404,0.00010298960842192173,0.00027995248092338443,0.0001722616725601256,0,0,0,0,0,0
You were teaching. You taught how to be at a party and act appropriately. You used fine motor skills for a craft. Etc etc.,yellow,0.6993638593587093,0.999091227655299,0.0,,0.0009087723447009921,0.00010701086284825578,0.00016625280841253698,0.00012409442570060492,0.00020782621868420392,0.0001398759486619383,0,0,0,0,0,0
"I graduated in the 90s but still have such fond memories of class parties. On Halloween my elementary school had a costume parade through the neighborhood in the morning and then the party was in the afternoon. It was something teachers, kids, and parents really got excited about.


Sure, learning is important but you have to let young kids enjoy being kids sometimes! Little kids aren't designed to sit still and listen for hours at a time. They are only little for a small window of time. Then comes middle, high school, then college if they are able/want to go, then 40+ years of work. Missing an hour of instruction, especially at that age, isn't going to cause any damage. It's *kindergarten*, ffs. When I was in kindergarten arts and crafts *were* considered instruction. ",yellow,0.6989116072654724,0.9984451532363892,0.0,,0.0015548467636108398,9.522566688247025e-05,0.00018047641788143665,0.00010195772483712062,0.00022646202705800533,0.00016255387163255364,0,0,0,0,0,0
"Unfortunately, it's the perception that public schools (teachers!) don't do any work. TV news stories about how far behind US students are push this idea that kids aren't doing anything in school. So admins are scared that kids will go home and tell their parents that ""all we did today was have a pizza party!""",yellow,0.6937138608656823,0.9910198012366891,0.0,,0.00898019876331091,9.939441224560142e-05,0.0003356106171850115,0.00015523024194408208,0.00047668558545410633,0.0002792447339743376,0,0,0,0,0,0
"Have the party anyway and call it social-emotional learning? I’m sure there’s a standard that can be applied.

Like, you’re literally teaching STEM by having students recreate the skeletal system and make bat puppets. Add in a re-enactment of echolocation and all of a sudden you’re using theater to teach biology.",yellow,0.6992854840238578,0.9989792628912255,0.0,,0.0010207371087744832,0.00010255604865960777,0.0001558225485496223,0.0001236745883943513,0.00019661035912577063,0.00015304448606912047,0,0,0,0,0,0
"When you are at work you are to be working the full 9 hours, no humanity is allowed. So say we all.",yellow,0.687689085304737,0.9824129790067673,0.0,,0.017587020993232727,0.00010799877782119438,0.00045154127292335033,0.0002656225406099111,0.0006942264153622091,0.00036329851718619466,0,0,0,0,0,0
"That sucks, when I was in school we had the entire day for holiday things...",red,0.061085468530654906,0.08726495504379272,0.0,Repeated punctuation.,0.9127350449562073,0.011649226769804955,0.7812774777412415,0.0009312153561040759,0.06536562740802765,0.0014197748387232423,1,0,1,0,0,0
"I would hate having that type of micromanaging, and I want to be trusted as a professional. If school is not funm then kids will not want to be there. When they are excited about school, they are engaged!",yellow,0.6986823814339004,0.9981176877627149,0.0,,0.0018823122372850776,9.815461817197502e-05,0.0001892915170174092,0.00012133830023230985,0.0002157166600227356,0.0001777863217284903,0,0,0,0,0,0
Window Dressing for insecure administrators. Fear among the ranks. Smile and plough ahead.,yellow,0.6908673572354018,0.9869533674791455,0.0,,0.013046632520854473,9.561675688019022e-05,0.0003405760508030653,0.00018413906218484044,0.0006352369673550129,0.00030458392575383186,0,0,0,0,0,0
"That's sad. I have very fond school memories of holidays where there was absolutely no work at all. Watching a Charlie Brown Christmas with all the lights off and shades down with crockpot hot chocolate a parent made; our entire grade doing a winter holiday session where we went to a different classroom every hour and did crafts and learned about Hannukah and Kwanzaa (still never met anyone who celebrates it) and went to the school's Christmas store; A Charlie Brown Thanksgiving with turkey crafts and cornucopias. 100th Day of School events, Halloween, Mother's Day, Father's Day—those were all no-work or half-work days. Halloween always featured an all-school costume parade around the track. Plus basically only having social studies curriculum on public holidays which always had a lot of crafts. And that was all the way up to fifth grade.",yellow,0.6985253454651683,0.9978933506645262,0.0,,0.002106649335473776,9.790698095457628e-05,0.00027482700534164906,9.451424557482824e-05,0.00022624466510023922,0.00015390408225357533,0,0,0,0,0,0
"How **DARE YOU** show these **CHILDREN** what **FUN** is?!?!

Then how will they stay **CONPLACENT** when they enter the workforce?!

You, sir or ma'am, are a **MONSTER**!!!",red,0.015934985876083375,0.022764265537261963,0.0,Repeated punctuation.,0.977235734462738,0.00956027116626501,0.2718585729598999,0.002810434903949499,0.7706708908081055,0.009591303765773773,1,0,0,0,1,0
"Every year at my school my grade watched halloweentown for Halloween and had a class potluck. This year we had a new principal and she banned it because she thought it would increase behaviors and waste ‘valuable instruction time’. We would still have classes in the morning just shorter and then movie after lunch. We found it minimized behaviors in the morning when they knew fun time was coming. And guess what. This year we had so many behaviors on Halloween, more than we ever had before. Because we were trying to make them work all day with no acknowledge of the day. They got hopped up on sugar at lunch too a lot of them brought their own candy. So then they wouldn’t focus at all. 
The principal also didn’t trust us to follow her directions. She did random observations of every class to make sure we did nothing Halloween or fun.",yellow,0.698530481988564,0.9979006885550916,0.0,,0.0020993114449083805,0.00010323601600248367,0.0003119385219179094,9.936863352777436e-05,0.00023059970408212394,0.00015468886704184115,0,0,0,0,0,0
Is this why my teacher would give us bullshit assignments about the movie as a kid? Shoutout to her,red,0.041468614339828486,0.059240877628326416,0.0,,0.9407591223716736,0.019729575142264366,0.8639175891876221,0.0013768367934972048,0.1856069266796112,0.002200155984610319,1,0,1,0,0,0
I remember having fun movies in school.  Not necessarily on holiday themes either.  Lots of crafts all the time. Snacks (not all the time) at the end of the day.  Learn things that other cultures do at the same time of the year.,yellow,0.6995660833606961,0.9993801190867089,0.0,,0.0006198809132911265,0.00012066851195413619,0.00017635425319895148,0.00012304338451940566,0.00017602414300199598,0.00014132048818282783,0,0,0,0,0,0
"You didn't ""do crafts,"" you did very important, project-based lessons working on fine motor skills which are crucial for this age group. I see no stop in instruction here. Good for you.",yellow,0.6995873318635858,0.9994104740908369,0.0,,0.0005895259091630578,0.00012378784595057368,0.0001764778862707317,0.0001311691739829257,0.00018229393754154444,0.0001406933879479766,0,0,0,0,0,0
